P08908 5ht1a_human
H3AZT1 h3azt1_latch
P31390 hrh1_rat
G3VIA7 g3via7_sarha
H2UAW9 h2uaw9_takru
E7BRK2 e7brk2_cteid
K4GQX3 k4gqx3_sauat
G5CVT8 g5cvt8_tapin
T1QUX9 t1qux9_9tele
G1MNJ6 g1mnj6_ailme
Q646D9 t2r14_panpa
J3Y0J4 j3y0j4_bovin
C0KV30 c0kv30_pantr
U3K060 u3k060_fical
Q75XU5 q75xu5_chick
K4GTL5 k4gtl5_varsl
D1GLS5 d1gls5_dicla
G3SEX9 g3sex9_gorgo
D9YL73 d9yl73_phyro
F5CB80 f5cb80_ponbl
Q50DM5 gpr56_ponpy
F6YJW9 f6yjw9_macmu
A5JTX5 a5jtx5_rolro
G3W7S7 g3w7s7_sarha
H2NPN2 h2npn2_ponab
W5ZYD2 w5zyd2_salsl
Q9TUS1 q9tus1_varvi
F1P5U2 f1p5u2_chick
P60021 hrh2_pantr
F7E693 f7e693_calja
G1U5J3 g1u5j3_rabit
G3T893 g3t893_loxaf
J7FI61 j7fi61_9pass
H2P2J6 h2p2j6_ponab
U3J0K6 u3j0k6_anapl
J7MG86 j7mg86_pantr
G1TL23 g1tl23_rabit
F6VZL1 f6vzl1_horse
K4HKF9 k4hkf9_hetpl
G1NIH9 g1nih9_melga
G1S9U9 g1s9u9_nomle
W5QFH2 w5qfh2_sheep
W5ML47 w5ml47_lepoc
K4GTH3 k4gth3_lictr
F1MZJ8 f1mzj8_bovin
A0A0D9RG76 a0a0d9rg76_chlsb
O97512 nk3r_rabit
F6PKR3 f6pkr3_calja
Q8HXT5 q8hxt5_zaepi
H2NZT1 h2nzt1_ponab
Q9BFG1 q9bfg1_concr
H0WZP7 h0wzp7_otoga
A2TAI4 a2tai4_9neob
A0A089FKX4 a0a089fkx4_9saur
B8QCL8 b8qcl8_9saur
K7FNL2 k7fnl2_pelsi
T1QVJ3 t1qvj3_9tele
I3MJ93 i3mj93_icttr
Q864I7 mshr_traau
Q01338 ada2a_mouse
G1R1Y3 g1r1y3_nomle
F6W568 f6w568_calja
B3XXF2 b3xxf2_canfa
Q9TV16 cxcr6_pantr
F2Y4R1 f2y4r1_gragr
A0A0D9R390 a0a0d9r390_chlsb
F7F2N5 f7f2n5_ornan
I3L760 i3l760_pig
A9YE92 a9ye92_miccb
F6ZZJ7 f6zzj7_horse
C5I804 c5i804_oream
Q864K2 mshr_chlae
G9CHU3 g9chu3_9neob
B5LVX6 b5lvx6_panle
I6PZN3 i6pzn3_9saur
A0A096MU37 a0a096mu37_papan
D9YL81 d9yl81_9neob
M3XAS4 m3xas4_felca
G3WVR0 g3wvr0_sarha
A0A067ZIQ5 a0a067ziq5_megam
A8KBC6 a8kbc6_xentr
F6ZJ74 f6zj74_horse
G3M7V1 g3m7v1_cricr
G3M7S6 g3m7s6_pecta
A0A076MFG8 a0a076mfg8_9tele
V8NAZ9 v8naz9_ophha
H9ZDD5 h9zdd5_macmu
F7CV18 f7cv18_calja
G3VZH7 g3vzh7_sarha
H0X7S7 h0x7s7_otoga
G5CVN8 g5cvn8_hetbr
H2B5P3 h2b5p3_lepeu
A0A076MPS5 a0a076mps5_9tele
G1TH11 g1th11_rabit
D2WK02 d2wk02_9chir
F1N2G6 f1n2g6_bovin
A7XIC5 a7xic5_xenla
H9H688 h9h688_mondo
Q9BG42 q9bg42_concr
G3RZB7 g3rzb7_gorgo
U6D8N2 u6d8n2_neovi
A0A0C5Q0U2 a0a0c5q0u2_9chir
E7DDK2 e7ddk2_parol
G3WUP2 g3wup2_sarha
I3MKA3 i3mka3_icttr
I3LE96 i3le96_pig
A0A068BIY0 a0a068biy0_atege
F6KXD8 f6kxd8_sheep
Q9TQR8 q9tqr8_certr
Q60614 aa2br_mouse
G3M749 g3m749_dauma
G1TU43 g1tu43_rabit
A3KF88 a3kf88_macto
H2QU00 h2qu00_pantr
W5LRK3 w5lrk3_astmx
G8EW87 g8ew87_9tele
U3IH43 u3ih43_anapl
G1N021 g1n021_melga
Q9BFC9 q9bfc9_tapin
F6QF00 f6qf00_horse
W5Q9F5 w5q9f5_sheep
H3ASQ6 h3asq6_latch
M3Y1C7 m3y1c7_muspf
F6PYU4 f6pyu4_horse
F6VG30 f6vg30_horse
Q9MYW9 oprm_macmu
D2X5R1 d2x5r1_macmu
Q8MK57 q8mk57_bovin
H2UAX1 h2uax1_takru
A0A0D9S140 a0a0d9s140_chlsb
F7BHX0 f7bhx0_mondo
F6QHQ8 f6qhq8_calja
K7XUH1 k7xuh1_mouse
F6M1J9 f6m1j9_9tele
G4XKH9 g4xkh9_9saur
M3X961 m3x961_felca
C0M5L3 c0m5l3_echch
K4HGG7 k4hgg7_umasc
G3UG56 g3ug56_loxaf
P46628 lpar1_sheep
G5CVP3 g5cvp3_tamst
Q867B2 cxcr3_caphi
A0A0C5Q0T1 a0a0c5q0t1_9chir
M3Z881 m3z881_muspf
D2GUJ0 d2guj0_ailme
F6ZME3 f6zme3_xentr
G4WK89 g4wk89_tetad
H0WQX5 h0wqx5_otoga
U3KJB4 u3kjb4_fical
A8CUT7 a8cut7_9neob
Q9YH02 opsd_spaau
H2QJ43 h2qj43_pantr
H9GWY2 h9gwy2_canfa
F1N1Y7 f1n1y7_bovin
H0WLG1 h0wlg1_otoga
G9CTT6 g9ctt6_equhe
J7M462 j7m462_pantr
Q9MZA0 q9mza0_calja
Q9BFE5 q9bfe5_atefu
A0A034VP96 a0a034vp96_bacdo
E9KW04 e9kw04_9saur
F7C4E6 f7c4e6_macmu
G1KTG8 g1ktg8_anoca
A0A096MZA2 a0a096mza2_papan
U3C275 u3c275_calja
G1MHC6 g1mhc6_ailme
Q9TSN2 q9tsn2_macfa
C7G3N0 c7g3n0_pantr
W5PM76 w5pm76_sheep
L7SVD4 l7svd4_9saur
I3KS14 i3ks14_oreni
R9TKD2 r9tkd2_9saur
P35362 opsd_sphsp
F6XSQ7 f6xsq7_macmu
G3WWZ1 g3wwz1_sarha
U3IND9 u3ind9_anapl
P35351 agtr2_rat
E1B7Q8 e1b7q8_bovin
J7M7M6 j7m7m6_pantr
F7D0K1 f7d0k1_calja
Q7ZXJ7 cxr4b_xenla
H0Y2C0 h0y2c0_otoga
G1NQ55 g1nq55_melga
J9PBP0 j9pbp0_canfa
Q7SZ45 q7sz45_xenla
E1BAY1 e1bay1_bovin
U5TYW3 u5tyw3_crowu
F7HQF4 f7hqf4_macmu
F6QIL9 f6qil9_calja
Q90328 ednrb_cotja
G3RV57 g3rv57_gorgo
P70555 pth2r_rat
A0A0G2JDK6 a0a0g2jdk6_mouse
Q3V2G2 lpar5_mouse
G3V6U8 g3v6u8_rat
G3RI27 g3ri27_gorgo
F1RPV0 f1rpv0_pig
Q7T2G8 q7t2g8_salsa
A0A0B2UXG4 a0a0b2uxg4_toxca
K4K6U8 k4k6u8_utast
M3XCR8 m3xcr8_felca
F1PDW3 f1pdw3_canfa
G1L8Q7 g1l8q7_ailme
C7BBS1 c7bbs1_9neob
F6M1L3 f6m1l3_9tele
F6XKM5 f6xkm5_calja
K4GUV6 k4guv6_9saur
Q3URC1 gpr75_mouse
A0A096NB16 a0a096nb16_papan
E1BCM7 e1bcm7_bovin
A2TAF0 a2taf0_9neob
G3SWQ1 g3swq1_loxaf
G3M6G4 g3m6g4_abrbe
D9YL63 d9yl63_litin
U5YCD9 u5ycd9_9neob
K4GTL3 k4gtl3_gonal
Q33E12 q33e12_musev
P46636 5ht1b_crigr
R4L1V3 r4l1v3_9ceta
H0W8Q6 h0w8q6_cavpo
Q66YC1 q66yc1_9saur
A9JSM8 a9jsm8_xentr
D2HVZ2 d2hvz2_ailme
A0A0B5ACA2 a0a0b5aca2_9neob
H2NA00 h2na00_ponab
B3FFB1 b3ffb1_marme
G3VE69 g3ve69_sarha
F1NIF5 f1nif5_chick
A0A0B5A7Q5 a0a0b5a7q5_lepla
Q14AW8 q14aw8_mouse
A0A096N361 a0a096n361_papan
G1LCW2 g1lcw2_ailme
A0A0D9SC93 a0a0d9sc93_chlsb
U3KJ90 u3kj90_fical
G3V906 g3v906_rat
I3MLP0 i3mlp0_icttr
U3BQ41 u3bq41_calja
O18983 cxcr6_chlae
D9MN99 d9mn99_morme
K4GUV5 k4guv5_boaco
A2TAH3 a2tah3_boubo
P79399 5ht1b_pig
F7D2U7 f7d2u7_horse
H0V8Q4 h0v8q4_cavpo
B4Z6D2 b4z6d2_strca
W5PX65 w5px65_sheep
G3M6D1 g3m6d1_trana
K7F0U7 k7f0u7_pelsi
G1QHE9 g1qhe9_nomle
Q646G1 t2r20_papha
G1NS72 g1ns72_melga
F1MB93 f1mb93_bovin
J7FJ70 j7fj70_9pass
F7AZM0 f7azm0_macmu
G3M720 g3m720_echka
A0A099ZG99 a0a099zg99_tingu
G5E8G8 agrg5_mouse
C0M5L2 c0m5l2_9hyst
H0V8P2 h0v8p2_cavpo
W0B428 w0b428_9saur
Q95170 opsr_caphi
H3B4C7 h3b4c7_latch
W5MWN1 w5mwn1_lepoc
Q80SV0 q80sv0_chain
G3PYP5 g3pyp5_gasac
R9TJF8 r9tjf8_9saur
H0XCH6 h0xch6_otoga
B9VPW1 b9vpw1_saisc
R9XLW8 r9xlw8_9saur
H0ZPQ3 h0zpq3_taegu
F1LRG7 f1lrg7_rat
F6U813 f6u813_macmu
H3B4Y4 h3b4y4_latch
P47748 oprx_cavpo
W5L6T2 w5l6t2_astmx
H9F995 h9f995_macmu
F7J1U0 f7j1u0_9neob
A3EWX8 a3ewx8_micbe
U5TY41 u5ty41_9euth
X2C6S4 x2c6s4_macto
V6BQ93 v6bq93_mogwo
K0J469 k0j469_marzi
D6C696 d6c696_9dend
E2ELU7 e2elu7_chini
Q3T181 lt4r1_bovin
M3Z6F0 m3z6f0_muspf
G1QSU2 g1qsu2_nomle
A3EWY7 a3ewy7_micmy
B4Z6M8 b4z6m8_otino
Q153S8 q153s8_9cara
Q9WVT0 agrf5_rat
G3VTD1 g3vtd1_sarha
M3YNA2 m3yna2_muspf
Q6TLI7 aa2ar_horse
E7FF76 e7ff76_danre
Q17QD8 etbr2_bovin
W5U6H2 w5u6h2_ictpu
A5JTW7 a5jtw7_polma
F7A0F8 f7a0f8_xentr
G3T1U7 g3t1u7_loxaf
U5TXU6 u5txu6_crobe
M3XZ87 m3xz87_muspf
Q66Y72 q66y72_holma
D8KZI5 d8kzi5_erypa
F7VJP7 f7vjp7_ponab
A0A0D9RTC0 a0a0d9rtc0_chlsb
A6P6V7 a6p6v7_oryla
F7H397 f7h397_calja
M3YGW7 m3ygw7_muspf
K4K6X5 k4k6x5_utast
Q71BQ2 q71bq2_otoga
E7BRK3 e7brk3_hypmo
A0A0D9S6X0 a0a0d9s6x0_chlsb
B2NJZ2 b2njz2_9tele
Q1AG31 q1ag31_rabit
H0YSB2 h0ysb2_taegu
Q9BG20 q9bg20_megno
E2RP96 e2rp96_canfa
Q6DGJ2 q6dgj2_danre
I3NH06 i3nh06_icttr
A0A0B5ACC7 a0a0b5acc7_9neob
K0J482 k0j482_marzi
P56412 gpr15_macne
J7ME68 j7me68_pantr
P24603 opsd_lolfo
K4GUT4 k4gut4_dipdo
C5HF33 c5hf33_mansp
Q9TQU6 q9tqu6_chlae
Q9TUQ8 q9tuq8_cerns
A0A0A0MP85 a0a0a0mp85_bovin
A0A091EDR4 a0a091edr4_corbr
F6YAA8 f6yaa8_horse
M9PJM4 m9pjm4_funpl
U3JWU4 u3jwu4_fical
H6BFN6 h6bfn6_ctemu
B2NK46 b2nk46_9tele
J7ME70 j7me70_pantr
G1SBK7 g1sbk7_nomle
H2R8F8 h2r8f8_pantr
J7LJE8 j7lje8_9saur
H0ZFF5 h0zff5_taegu
F1NLN0 q2i810_chick
F2XH57 f2xh57_9gobi
A0A091LMG9 a0a091lmg9_9grui
F7FT40 f7ft40_calja
B5LYL3 b5lyl3_anapl
F7DJJ2 f7djj2_mondo
Q542B6 q542b6_mouse
F7I766 f7i766_calja
A0A0C5PNA5 a0a0c5pna5_9chir
F2Y4Q8 f2y4q8_neoph
H3AT55 h3at55_latch
C5I7V2 c5i7v2_psecs
A0A087YQW3 a0a087yqw3_poefo
L5JNW7 l5jnw7_pteal
U6CU20 u6cu20_neovi
C8YY70 c8yy70_morvi
V5JDP3 v5jdp3_canfa
J9SXH4 j9sxh4_9saur
A0A0D9SAV9 a0a0d9sav9_chlsb
S7MIU5 s7miu5_myobr
K7RNJ1 k7rnj1_9saur
G1MVU8 g1mvu8_melga
H2P7E5 h2p7e5_ponab
M3Z540 m3z540_muspf
D0V7C0 d0v7c0_lepti
Q8VHD7 q8vhd7_rat
F6QT90 f6qt90_horse
H0YSG9 h0ysg9_taegu
F1MC85 f1mc85_bovin
K7FAC3 k7fac3_pelsi
F1RQK2 f1rqk2_pig
M3W6R4 m3w6r4_felca
E7BRK4 e7brk4_hypno
G8JCC3 g8jcc3_9tele
Q9TTY5 ptafr_bovin
B1AYN7 b1ayn7_mouse
H0ZRI1 h0zri1_taegu
H7BRV7 h7brv7_9tele
G1KP85 g1kp85_anoca
H2EUT2 h2eut2_pig
D4QA30 d4qa30_horse
H9FKR1 h9fkr1_macmu
O88536 fpr2_mouse
B4Z6K5 b4z6k5_9grui
K7G2Y8 k7g2y8_pelsi
F1QSJ4 f1qsj4_danre
D8V3F1 d8v3f1_bubbu
H5ZU07 h5zu07_9gobi
A0A096NVE4 a0a096nve4_papan
G1TQW6 g1tqw6_rabit
F2VRF4 f2vrf4_pig
G5CX61 g5cx61_eubas
F1RQH6 f1rqh6_pig
G1KSQ1 g1ksq1_anoca
A0A096MRD5 a0a096mrd5_papan
S4UWF8 s4uwf8_fulga
F1SHD4 f1shd4_pig
Q9TUW3 q9tuw3_ponpy
Q0W9D8 q0w9d8_macmu
P87367 opsr_oryla
G8ENU8 g8enu8_9pass
B2BF81 b2bf81_strpu
F5CB82 f5cb82_plamn
D5MR33 d5mr33_mouse
F6XHK8 f6xhk8_macmu
Q153W7 q153w7_9cara
Q645T2 t2r14_macmu
K4GR65 k4gr65_ampfu
H0WBQ3 h0wbq3_cavpo
S4UU93 s4uu93_thaan
I2CUE2 i2cue2_macmu
U3KJS5 u3kjs5_fical
M3X5D2 m3x5d2_felca
H2PBG1 h2pbg1_ponab
D2I171 d2i171_ailme
G8Z421 g8z421_rhiro
G3RLB1 g3rlb1_gorgo
F1RK09 f1rk09_pig
H2QT94 h2qt94_pantr
I3KLR3 i3klr3_oreni
H3A7Q1 h3a7q1_latch
G3PCA4 g3pca4_gasac
G3RGA2 g3rga2_gorgo
D0V7B7 d0v7b7_lepcs
F7G5U3 f7g5u3_mondo
Q28553 cxcr4_sheep
Q646A4 ta2r5_pantr
G1TKJ1 g1tkj1_rabit
E2RKA3 e2rka3_canfa
G3MXZ5 g3mxz5_bovin
H3A5H0 h3a5h0_latch
D7PCZ1 d7pcz1_perca
F6PKY7 f6pky7_calja
H2Q213 h2q213_pantr
A8CUB9 a8cub9_9neob
H2NGK0 h2ngk0_ponab
H9FJR9 h9fjr9_macmu
M3VZW6 m3vzw6_felca
R9QSF4 r9qsf4_chiss
A0A077B0L5 a0a077b0l5_9saur
Q14DJ9 grm3_mouse
O08725 ghsr_rat
H7BRZ1 h7brz1_9tele
C5HF56 c5hf56_scili
F6PXL1 f6pxl1_calja
G8EW79 g8ew79_9tele
Q646B8 t2r42_pantr
R0K1M3 r0k1m3_anapl
K4K424 k4k424_utast
F5CB86 f5cb86_stelo
M3Y0H7 m3y0h7_muspf
A0A0G2JG66 a0a0g2jg66_mouse
I3N044 i3n044_icttr
Q0W9D6 q0w9d6_sapap
Q3Y686 acm2_bovin
I3L845 i3l845_pig
H3CS82 h3cs82_tetng
W5P2E1 w5p2e1_sheep
V8NYQ4 v8nyq4_ophha
W5UKV6 w5ukv6_ictpu
C0M5K3 c0m5k3_9rode
U3JD22 u3jd22_fical
F1ME85 f1me85_bovin
F6Z460 f6z460_horse
G3P4A0 g3p4a0_gasac
M3Y934 m3y934_muspf
K4GR25 k4gr25_9saur
P56444 mshr_caphi
D8KZI0 d8kzi0_macmu
K4GRL7 k4grl7_9saur
A0A059WNG9 a0a059wng9_bovin
K4GTI9 k4gti9_acome
G5CVM5 g5cvm5_delle
A4KTT2 a4ktt2_9neob
A5JTX7 a5jtx7_aleru
K7F2Y9 k7f2y9_pelsi
K7GJH2 k7gjh2_pelsi
K4HKF7 k4hkf7_9saur
K4HHI2 k4hhi2_utast
G1QBM8 g1qbm8_myolu
K4HHD0 k4hhd0_9saur
R4L4G9 r4l4g9_balac
Q99NZ7 q99nz7_hetga
A0A0A8P3I1 a0a0a8p3i1_9saur
H2QPJ5 h2qpj5_pantr
G3M7S8 g3m7s8_prili
Q5G6M2 q5g6m2_mystu
B6DXF4 b6dxf4_felca
B2NIZ6 b2niz6_canfa
H2QMY5 h2qmy5_pantr
G5C1J9 g5c1j9_hetga
Q9N0Z0 cxcr6_cerat
G1N2N0 g1n2n0_melga
I3MUP0 i3mup0_icttr
C5HF51 c5hf51_pussi
U3K5E2 u3k5e2_fical
U3I5A7 u3i5a7_anapl
F6ZUH5 f6zuh5_horse
I6Q1D5 i6q1d5_9saur
J9NVZ0 j9nvz0_canfa
I3N670 i3n670_icttr
F7BV53 f7bv53_ornan
A0A091PEF4 a0a091pef4_halal
D4A7K7 gp183_rat
Q6QZR8 q6qzr8_stepr
W5MCV6 w5mcv6_lepoc
W5LUZ3 w5luz3_astmx
Q58TF4 q58tf4_9gobi
G1TK50 g1tk50_rabit
F1NRF0 f1nrf0_chick
G3M7Q8 g3m7q8_cernu
H0V744 h0v744_cavpo
H2U5I8 h2u5i8_takru
F7G8G3 f7g8g3_mondo
W5LSC4 w5lsc4_astmx
G1QI95 g1qi95_nomle
U5U1E3 u5u1e3_9euth
H2PIC4 h2pic4_ponab
G3VZA5 g3vza5_sarha
E9KW28 e9kw28_9saur
Q153X2 q153x2_9cara
G3UJZ4 g3ujz4_loxaf
Q5G6Q4 q5g6q4_anoge
A0A0A7EV62 a0a0a7ev62_9cich
F1QRX5 f1qrx5_danre
H2ZYH6 h2zyh6_latch
H0YRT2 h0yrt2_taegu
H2NGL3 h2ngl3_ponab
F7C3D6 f7c3d6_macmu
F1Q451 f1q451_canfa
K4HGT6 k4hgt6_lacvr
K4GR98 k4gr98_sphpu
G3T655 g3t655_loxaf
K7QXR7 k7qxr7_9saur
F8R8T3 f8r8t3_9neob
M3X987 m3x987_felca
Q533H1 q533h1_felca
F6XCJ4 f6xcj4_calja
F6WHY7 f6why7_xentr
H2R4L2 h2r4l2_pantr
J7M4A0 j7m4a0_pantr
P46090 gpr1_rat
H6TQ06 h6tq06_9saur
Q90373 opsd_leoke
E9KVZ1 e9kvz1_9saur
Q645Y5 ta2r3_gorgo
A0A0B6VND3 a0a0b6vnd3_mouse
D5JGF9 d5jgf9_chick
K7R9Q2 k7r9q2_9saur
F6R3A6 f6r3a6_calja
G3RC86 g3rc86_gorgo
G3VEF4 g3vef4_sarha
O97881 ccr5_ponpy
G9CHW1 g9chw1_9neob
A3KF68 a3kf68_macsi
Q76EI6 ffar2_rat
F5CB83 f5cb83_phycd
U3I2G6 u3i2g6_anapl
F1NVX2 f1nvx2_chick
E3VW39 e3vw39_chick
G3M6G2 g3m6g2_prove
G3T1Q0 g3t1q0_loxaf
D5XMA4 d5xma4_zonal
J7LGQ9 j7lgq9_9saur
Q153W6 q153w6_9cara
T2AZK6 t2azk6_9aves
K4HGI4 k4hgi4_intle
C4PLE4 c4ple4_dicla
G5CVQ0 g5cvq0_maceu
P34997 cxcr5_rat
U3ISB2 u3isb2_anapl
B7TVM5 b7tvm5_perpl
H0VAJ8 h0vaj8_cavpo
H2N6Y9 h2n6y9_ponab
E0ZQI5 e0zqi5_cerat
G1LR61 g1lr61_ailme
P11613 ackr3_canfa
Q9GJT0 adrb3_sheep
U5TY49 u5ty49_crong
G1MVY2 g1mvy2_melga
H0VBG6 h0vbg6_cavpo
I3WAJ0 i3waj0_9saur
H2PJS7 h2pjs7_ponab
B9TS32 b9ts32_9tele
F6WZP3 f6wzp3_macmu
K4GR69 k4gr69_9saur
F7EAD9 f7ead9_ornan
F6M1J2 f6m1j2_9tele
H3AGZ8 h3agz8_latch
F6SIU9 f6siu9_horse
F7F2B0 f7f2b0_calja
F7AE20 f7ae20_xentr
I0CKD4 i0ckd4_9prim
G1S912 g1s912_nomle
Q58TF1 q58tf1_9gobi
F7A433 f7a433_xentr
I6Z132 i6z132_vulla
Q63004 q63004_rat
U3KKU7 u3kku7_fical
G1TPA8 g1tpa8_rabit
Q8HZP1 bkrb1_tupmi
W5UEF3 w5uef3_ictpu
C5HF15 c5hf15_9hyst
A0A096MKT9 a0a096mkt9_papan
K7EX66 k7ex66_pelsi
Q9TUU7 q9tuu7_9prim
A0A096N2B3 a0a096n2b3_papan
A0A0B6VTI5 a0a0b6vti5_mouse
J7LGP0 j7lgp0_9saur
U3JGK6 u3jgk6_fical
E7FFG5 e7ffg5_danre
Q60483 adrb3_cavpo
H0XHT5 h0xht5_otoga
Q646D4 t2r40_panpa
A0A091D6H5 a0a091d6h5_fukda
P29089 agtrb_rat
K4GR44 k4gr44_agaag
G1QR01 g1qr01_nomle
F7DRX5 f7drx5_mondo
Q66XY3 q66xy3_phrpl
F1MG23 f1mg23_bovin
Q33DZ8 q33dz8_marme
M3YZ49 m3yz49_muspf
M3W7Q9 m3w7q9_felca
F7DVY0 f7dvy0_horse
G3QP89 g3qp89_gorgo
F7CGM9 f7cgm9_calja
G1P9M8 g1p9m8_myolu
E1B965 e1b965_bovin
F2XH94 f2xh94_9gobi
Q9TUR3 q9tur3_erypa
G3UAL0 g3ual0_loxaf
V5W8E9 v5w8e9_xipma
M4A629 m4a629_xipma
P51048 mtr1a_xenla
I3RU80 i3ru80_crati
I0FUI4 i0fui4_macmu
Q9R1K6 gpr34_mouse
Q9TUS0 q9tus0_varvi
W5PSN4 w5psn4_sheep
H9FCL7 h9fcl7_macmu
H0XTG6 h0xtg6_otoga
V5JDJ3 v5jdj3_canfa
Q2ACH9 q2ach9_cavpo
H0ZTI5 h0zti5_taegu
A0A099Z0K4 a0a099z0k4_tingu
Q645S7 q645s7_macmu
G1NR16 g1nr16_melga
K0IYL0 k0iyl0_marzi
V8NZM5 v8nzm5_ophha
G3X9R9 g3x9r9_mouse
C4N122 c4n122_9tele
H0WNI8 h0wni8_otoga
Q8SQ95 q8sq95_nycal
H2Q1F1 h2q1f1_pantr
D6N0C9 d6n0c9_eriba
I0CKD5 i0ckd5_cerlh
H3A871 h3a871_latch
F1RXX8 f1rxx8_pig
H2NSQ5 h2nsq5_ponab
F7EXI2 f7exi2_ornan
H0W3H1 h0w3h1_cavpo
K7FR51 k7fr51_pelsi
F6SLE6 f6sle6_mondo
I6Q095 i6q095_9saur
G1TXI4 g1txi4_rabit
I3NA71 i3na71_icttr
B2NJZ0 b2njz0_9tele
H0W4R2 h0w4r2_cavpo
G3M7R0 g3m7r0_trivu
H0Z5N8 h0z5n8_taegu
Q9BFE2 q9bfe2_calgo
V5W799 v5w799_xipma
G1RU23 g1ru23_nomle
G3PZC4 g3pzc4_gasac
A0A0A7H9K4 a0a0a7h9k4_9saur
H0VX69 h0vx69_cavpo
G1TYQ4 g1tyq4_rabit
D8KZS0 d8kzs0_9prim
A0A089FKU6 a0a089fku6_9saur
H3AL28 h3al28_latch
G8H735 g8h735_mouse
Q646D2 ta2r3_panpa
K4EJF7 k4ejf7_zaphu
V9MHM7 v9mhm7_9tele
F2Y5I3 f2y5i3_kogsi
M4A4D0 m4a4d0_xipma
M3YCP9 m3ycp9_muspf
G1NJD8 g1njd8_melga
B1AXX0 ts1r2_mouse
Q864G7 mshr_atepa
M3Z745 m3z745_muspf
W5PR22 w5pr22_sheep
H3AJR1 h3ajr1_latch
F7IPN4 f7ipn4_calja
G3M757 g3m757_cricr
H2V4D8 h2v4d8_takru
P49144 5ht1b_rabit
Q3U3F9 gp160_mouse
A0A094N191 a0a094n191_antcr
Q7TQA7 ta2r3_mouse
G3M6F8 g3m6f8_9euth
A0A0C5PY25 a0a0c5py25_9chir
A0A096MY52 a0a096my52_papan
G1KN89 g1kn89_anoca
K7FMX0 k7fmx0_pelsi
G5CVV7 g5cvv7_eubas
H0UWF3 h0uwf3_cavpo
Q8JZL2 mchr1_mouse
A0A0D9SBX1 a0a0d9sbx1_chlsb
J7M7P3 j7m7p3_pantr
Q6WN97 q6wn97_calpy
Q9TUS9 q9tus9_pappa
A0A0D4CEX9 a0a0d4cex9_9saur
B9UME0 b9ume0_checr
A0A0A8JWS4 a0a0a8jws4_danre
H9GZT8 h9gzt8_horse
Q864K0 mshr_cerdi
O54897 gpr27_mouse
F7F023 f7f023_calja
G1TA77 g1ta77_rabit
A2RSY4 pd2r_mouse
G1M1V3 g1m1v3_ailme
A5X7H9 a5x7h9_prolo
G1SSV5 g1ssv5_rabit
Q0GMY8 q0gmy8_9tele
G8JCC4 g8jcc4_9tele
B3DLG5 b3dlg5_danre
C7BBV2 c7bbv2_9neob
B1P1T7 b1p1t7_neovi
E2RDD1 e2rdd1_canfa
A7UDA9 a7uda9_polse
A0A097GXX6 a0a097gxx6_lepgr
F5ANP2 f1n989_chick
K4GTI0 k4gti0_9saur
O46639 trfr_bovin
H0ZT28 h0zt28_taegu
Q9TSQ4 q9tsq4_chlae
Q76E67 q76e67_9prim
F1MV99 ssr5_bovin
U3JDR5 u3jdr5_fical
K4GTS0 k4gts0_chacy
H2USY7 h2usy7_takru
Q9WU25 ada1a_cavpo
I3MEM2 i3mem2_icttr
F7D2L6 f7d2l6_macmu
E5G6B3 e5g6b3_9pass
G1RPH6 g1rph6_nomle
H2Q4W8 h2q4w8_pantr
U3J0D8 u3j0d8_anapl
T1QUZ1 t1quz1_9tele
T1QV40 t1qv40_9tele
F8R8S0 f8r8s0_9neob
F7FE55 f7fe55_calja
K4GR84 k4gr84_9saur
F8R8U4 f8r8u4_9neob
W5LUI2 w5lui2_astmx
L7Z919 l7z919_sheep
Q8K4Y3 q8k4y3_scivu
Q8BUE5 q8bue5_mouse
F6T5G8 f6t5g8_calja
Q864H6 mshr_calgo
G3WSD4 g3wsd4_sarha
K4HGE8 k4hge8_9saur
F1MDI5 f1mdi5_bovin
Q1EMB6 q1emb6_rabit
F1S2H6 f1s2h6_pig
F7A5C0 f7a5c0_horse
H2RAP1 h2rap1_pantr
M4ANU2 m4anu2_xipma
Q9ESJ6 lpar3_rat
B4Z6F0 b4z6f0_ardhe
Q153V8 q153v8_9cara
Q9JI36 hrh3_cavpo
B2ZGP6 b2zgp6_cynse
F1PM80 f1pm80_canfa
H1A599 h1a599_taegu
F7CTQ7 f7ctq7_ornan
E1BPC5 e1bpc5_bovin
G3VL42 g3vl42_sarha
H5ZU36 h5zu36_9gobi
G1MJH8 g1mjh8_ailme
F1NVW1 f1nvw1_chick
F2XH90 f2xh90_9gobi
F7HX16 f7hx16_calja
U3JDS0 u3jds0_fical
M3X4I0 m3x4i0_felca
Q45FN0 q45fn0_canfa
F1MRZ9 f1mrz9_bovin
G9CHU5 g9chu5_9neob
P87369 opsd_oryla
Q8HY69 opsd_smicr
I0CJV6 i0cjv6_9tele
I0CKC6 i0ckc6_macar
J7MG84 j7mg84_pantr
Q0EF93 q0ef93_pig
H2NKW8 h2nkw8_ponab
Q76E71 q76e71_panpa
I3RLE1 i3rle1_pig
J7MGB8 j7mgb8_pantr
H0V6P4 h0v6p4_cavpo
F1NNL2 f1nnl2_chick
Q645Z7 t2r46_gorgo
G1KR40 g1kr40_anoca
J7MG91 j7mg91_pantr
V5UVB3 v5uvb3_9saur
H2QLD7 h2qld7_pantr
S5G3T0 s5g3t0_podmu
H2QH11 h2qh11_pantr
